_sample_hash	article_version	candidate_id	end	end_strain	ner	ner_score	ontology	ontology_candidate_count	ontology_id	ontology_label	ontology_match_confidence	ontology_match_method	ontology_status	paragraph	pmcid	rel	review_rank	review_tier	score_rel	score_strain	seeded_entities	seeded_relations	seeded_skipped_relations	sentence_range	start	start_strain	straininfo_method	straininfo_si_id	straininfo_status	straininfo_taxon	text	word	word_qc_group	word_strain	word_strain_qc
40957613503392953	PMC8727868.1	pmc_candidate_69d9a5c1fffc01	87	32	DISEASE	0.5963687896728516		0					unmatched	21	PMC8727868	STRAIN-DISEASE:INHIBITS	1	entity_tension	0.9965029954910278	0.9859906733036041	10	18	0	1-2	73	17	contained_bounded	298206	unique	Bifidobacterium longum	A combination of B. longum BB536 and B. pseudocatenulatum G4 ameliorates cardiovascular symptoms by decreasing total cholesterol, LDL-cholesterol, triglyceride levels, malondialdehyde, and increasing HDL-cholesterol levels concentrations ( Al-Sheraji et al., 2012 ). A Bifidobacteria mixture of B. longum BB536, B. infantis M-63, and B. breve M-16 V prevents allergen pollen-induced rhinitis symptoms ( Miraglia Del Giudice et al., 2017 ).	cardiovascular	cardiovascular	b. longum bb536	b. longum bb536
74967497831365597	PMC10688819.1	pmc_candidate_a86dc8f6c2a006	105	260	DISEASE	0.8121463060379028		0					unmatched	18	PMC10688819	STRAIN-DISEASE:INHIBITS	2	entity_tension	0.988558292388916	0.9575130045413971	7	1	0	8-9	97	227	contained_bounded	41698	unique	Parabacteroides merdae	Similarly, in a mouse model for epilepsy, the dietary intervention was able to protect mice from seizures by increasing the GABA/glutamate ratio in the hippocampus [ 3 ] . Treatment with Akkermansia muciniphila ATCC BAA835 and Parabacteroides merdae ATCC 43184 revealed a mechanism driven by bacterial cross-feeding between these microbes under the ketogenic diet [ 3 ] .	seizures	seizures	parabacteroides merdae atcc 43184	parabacteroides merdae atcc 43184
115448021405158445	PMC8964709.1	pmc_candidate_008a2e7d9c62ef	279	369	DISEASE	0.6950303316116333		0					unmatched	12	PMC8964709	STRAIN-DISEASE:INHIBITS	3	entity_tension	0.9791557192802429	0.8802222013473511	13	21	0	12	269	360	exact	92244	unique	Escherichia coli	Lavender oil used in urinary tract infections and burn treatment 32 proved antimicrobial activity in a range of 1.25–5 mg/mL ( B. subtilis ATCC 6633, S. aureus ATCC 25923 and E. coli ATCC 25922) 33 , clove essential oil used in dental products to prevent gum and teeth infections 1250–10,000 µL/mL ( S. aureus (ATCC 6538), P. aeruginosa (ATCC 27853), E. coli (ATCC 8739) 34 .	infections	infections	atcc 8739	atcc 8739
139499768013186990	PMC4992109.1	pmc_candidate_62c24b24228ad5	393	246	DISEASE	0.6361520886421204		0					unmatched	10	PMC4992109	STRAIN-DISEASE:INHIBITS	4	entity_tension	0.9694979190826416	0.9226480722427368	10	24	0	1	383	221	contained_bounded	35250	unique	Bacillus cereus	Antimicrobial bioactive peptides derived from milk have been reported to inhibit many Gram positive and Gram negative pathogens including Escherichia coli MTCC82, Aeromonas hydrophila ATCC7966, Salmonella typhi MTCC3216, Bacillus cereus ATCC10702, Salmonella typhimurium SB300, S. enteritidis 125109, Staphylococcus aureus MTCC 96 ( Mohanty et al., 2014 ) and control many microbial infections.	infections	infections	bacillus cereus atcc10702	bacillus cereus atcc10702
4646735982517083	PMC3527424.1	pmc_candidate_e4459c94fab3bb	190	326	ORGANISM	0.8254055678844452		0					unmatched	2	PMC3527424	STRAIN-ORGANISM:INHIBITS	5	entity_tension	0.982740581035614	0.652212381362915	3	2	0	1-2	168	318	exact	64171	unique	Nakaseomyces glabratus	Genomic plasticity is a mechanism for adaptation to environmental cues such as host responses and antifungal drug pressure in many fungi including the human pathogenic yeast Candida glabrata . In this study we evaluated the phenotypic and genotypic stability of the world-wide used C. glabrata reference strain CBS138/ATCC2001 under laboratory conditions.	yeast candida glabrata	yeast candida glabrata	atcc2001	atcc2001
19394205664516921	PMC8285084.1	pmc_candidate_62ca4db90ecfb7	207	227	ORGANISM	0.87026247382164		0					unmatched	21	PMC8285084	STRAIN-ORGANISM:INHIBITS	6	entity_tension	0.9363431930541992	0.6871055364608765	3	2	0	9	194	208	contained_bounded	79880	unique	Saccharomyces cerevisiae	Therefore, in the present study, SPRC, which is a stable donor that gently produces H 2 S intracellularly under catalytic action in vivo , was employed to unravel the mechanism operating in the budding yeast S. cerevisiae S288C that was used as a fungal model.	budding yeast	budding yeast	s. cerevisiae s288c	s. cerevisiae s288c
22056939390763310	PMC5062129.1	pmc_candidate_6f15347f87f4d8	122	271	ORGANISM	0.8049522638320923		0					unmatched	26	PMC5062129	STRAIN-ORGANISM:INHIBITS	7	entity_tension	0.8575296401977539	0.9609084725379944	5	1	0	4-5	114	252	contained_bounded	69652	unique	Photorhabdus laumondii	Recombinant E. coli clones carrying plu4093 – plu4092 (PirA 1 B 1 ) of TT01 genes show oral activity against both mosquito larvae and the larvae of the moth P. xylostella 16 . In a recent study, PirAB-fusion protein encoded by plu4093 and plu4092 from P. luminescens TT01 also exhibited injectable insecticidal activity against Spodoptera exigu a larvae and had cytotoxicity against insect midgut CF-203 cells 23 .	mosquito	mosquito	p. luminescens tt01	p. luminescens tt01
29812580089609144	PMC3818224.1	pmc_candidate_49d5bca38e1503	42	171	ORGANISM	0.8098698854446411		0					unmatched	31	PMC3818224	STRAIN-ORGANISM:INHIBITS	8	entity_tension	0.9929746389389038	0.9798926711082458	6	4	0	1	25	122	contained_bounded	415010	unique	Pseudomonas cannabina	Fungus susceptibility of transgenic plants was evaluated against plant pathogenic fungi Alternaria alternata and bacteria Pseudomonas syringae pv. maculicola strain ES4326 (PsmES4326).	transgenic plants	transgenic plants	pseudomonas syringae pv. maculicola strain es4326	pseudomonas syringae pv. maculicola es4326
104289409964422149	PMC5577192.1	pmc_candidate_4ca84f07bbb6ba	137	212	ORGANISM	0.6094472408294678		0					unmatched	8	PMC5577192	STRAIN-ORGANISM:SYMBIONT_OF	9	entity_tension	0.857171356678009	0.9494321942329407	12	14	0	4	135	181	contained_bounded	350176	unique	Chlorella	To explore this issue, complete plastomes and mitogenomes were sequenced from three endosymbiotic green algae: Chlorella heliozoae SAG 3.83 (isolated from Acanthocystis turfacea ), Chlorella variabilis Syngen 2-3 (isolated from P. bursaria ) and Micractinium conductrix strain Pbi (isolated from P. bursaria ).	3.	3.	chlorella variabilis syngen 2-3	chlorella variabilis syngen 2-3
222305248336803343	PMC5845003.1	pmc_candidate_b3403abdfd5918	112	203	ORGANISM	0.8053194880485535		0					unmatched	43	PMC5845003	STRAIN-ORGANISM:SYMBIONT_OF	10	entity_tension	0.9583432078361511	0.9336043000221252	10	21	0	10-11	102	172	contained_bounded	351201	unique	Diplonema	D. japonicum is the most basal representative of a clade containing D. aggregatum and the other novel diplonemid isolates YPF1508 and YPF1509, as well as D. papillatum and Diplonema sp. strain ATCC 50232. Out of these, to the best of our knowledge, only D. japonicum and D. aggregatum contain bacterial endosymbionts.	diplonemid	diplonemids	diplonema sp. strain atcc 50232	diplonema sp. atcc 50232
